tourney_id,tourney_name,surface,tourney_level,draw_size,tourney_date
1998-D055,Davis Cup G1 PO: LIB vs INA,Hard,D,4,19980717
1998-D009,Davis Cup G1 PO: MEX vs BAH,Clay,D,4,19980717
1998-D017,Davis Cup G2 PO: BUL vs LUX,Clay,D,4,19980717
1998-D030,Davis Cup G2 PO: CUB vs GUA,Hard,D,4,19980717
1998-D049,Davis Cup G2 PO: HKG vs PHI,Hard,D,4,19980717
1998-D059,Davis Cup G2 PO: IRL vs MON,Carpet,D,4,19980717
1998-D043,Davis Cup G2 PO: LAT vs GEO,Clay,D,4,19980717
1998-D063,Davis Cup G2 PO: PAR vs JAM,Clay,D,4,19980717
1998-D036,Davis Cup G2 PO: POL vs EGY,Clay,D,4,19980717
1998-D077,Davis Cup G2 PO: QAT vs POC,Hard,D,4,19980717
1998-D053,Davis Cup G2 QF: HUN vs SLO,Clay,D,4,19980717
1998-D014,Davis Cup G2 QF: MAR vs BLR,Clay,D,4,19980717
1998-D026,Davis Cup G2 QF: SEN vs CIV,Hard,D,4,19980717
1998-D079,Davis Cup G2 QF: YUG vs POR,Clay,D,4,19980717
1998-D048,Davis Cup G2 SF: HAI vs VEN,Clay,D,4,19980717
1998-D057,Davis Cup G2 SF: IRI vs PAK,Clay,D,4,19980717
1998-D082,Davis Cup G2 SF: THA vs TPE,Hard,D,4,19980717
1998-D075,Davis Cup G2 SF: URU vs PER,Clay,D,4,19980717
1998-D037,Davis Cup WG QF: ESP vs SUI,Clay,D,4,19980717
1998-D046,Davis Cup WG QF: GER vs SWE,Hard,D,4,19980717
1998-D062,Davis Cup WG QF: ITA vs ZIM,Clay,D,4,19980717
1998-D011,Davis Cup WG QF: USA vs BEL,Hard,D,4,19980717
1998-321,Stuttgart Outdoor,Clay,A,48,19980720
1998-418,Washington,Hard,A,56,19980720
1998-319,Kitzbuhel,Clay,A,48,19980727
1998-423,Los Angeles,Hard,A,32,19980727
1998-439,Umag,Clay,A,32,19980727
1998-317,Amsterdam,Clay,A,32,19980803
1998-421,Canada Masters,Hard,M,56,19980803
1998-422,Cincinnati Masters,Hard,M,56,19980810
1998-475,San Marino,Clay,A,32,19980810
1998-419,Indianapolis,Hard,A,56,19980817
1998-420,New Haven,Hard,A,56,19980817
1998-80,Boston,Hard,A,32,19980824
1998-441,Long Island,Hard,A,32,19980824
1998-560,US Open,Hard,G,128,19980831
1998-620,Bournemouth,Clay,A,32,19980914
1998-773,Bucharest,Clay,A,32,19980914
1998-73,Tashkent,Hard,A,32,19980914
1998-D006,Davis Cup G1 PO: AUT vs DEN,Clay,D,4,19980925
1998-D022,Davis Cup G1 PO: CHN vs INA,Hard,D,4,19980925
1998-D027,Davis Cup G1 PO: COL vs MEX,Clay,D,4,19980925
1998-D029,Davis Cup G1 PO: NOR vs CRO,Clay,D,4,19980925
1998-D073,Davis Cup G2 F: PAK vs THA,Grass,D,4,19980925
1998-D083,Davis Cup G2 F: URU vs VEN,Clay,D,4,19980925
1998-D012,Davis Cup G2 SF: CIV vs BLR,Hard,D,4,19980925
1998-D052,Davis Cup G2 SF: POR vs HUN,Hard,D,4,19980925
1998-D003,Davis Cup WG PO: ARG vs SVK,Clay,D,4,19980925
1998-D004,Davis Cup WG PO: AUS vs UZB,Hard,D,4,19980925
1998-D016,Davis Cup WG PO: BRA vs ROU,Clay,D,4,19980925
1998-D032,Davis Cup WG PO: CZE vs RSA,Clay,D,4,19980925
1998-D041,Davis Cup WG PO: GBR vs IND,Hard,D,4,19980925
1998-D040,Davis Cup WG PO: ISR vs FRA,Hard,D,4,19980925
1998-D066,Davis Cup WG PO: JPN vs RUS,Hard,D,4,19980925
1998-D035,Davis Cup WG PO: NED vs ECU,Carpet,D,4,19980925
1998-D038,Davis Cup WG SF: SWE vs ESP,Carpet,D,4,19980925
1998-D061,Davis Cup WG SF: USA vs ITA,Hard,D,4,19980925
1998-604,Grand Slam Cup,Hard,A,16,19980928
1998-573,Mallorca,Clay,A,32,19980928
1998-327,Toulouse,Hard,A,32,19980928
1998-328,Basel,Hard,A,32,19981005
1998-325,Palermo,Clay,A,32,19981005
1998-890,Shanghai,Carpet,A,32,19981005
1998-326,Singapore,Carpet,A,32,19981012
1998-337,Vienna,Carpet,A,32,19981012
1998-375,Lyon,Carpet,A,32,19981019
1998-348,Ostrava,Carpet,A,32,19981019
1998-807,Mexico City,Clay,A,32,19981026
1998-357,Stuttgart Masters,Hard,M,48,19981026
1998-359,Bogota,Clay,A,32,19981102
1998-352,Paris Masters,Carpet,M,48,19981102
1998-438,Moscow,Carpet,A,32,19981109
1998-505,Santiago,Clay,A,32,19981109
1998-429,Stockholm,Hard,A,32,19981109
1998-605,Tour Finals,Hard,F,64,19981123
1998-D060,Davis Cup WG F: ITA vs SWE,Clay,D,4,19981204
1999-339,Adelaide,Hard,A,32,19990104
1999-451,Doha,Hard,A,32,19990104
1999-301,Auckland,Hard,A,32,19990111
1999-338,Sydney,Hard,A,32,19990111
1999-580,Australian Open,Hard,G,128,19990118
1999-496,Marseille,Hard,A,32,19990201
1999-D027,Davis Cup G1 QF: CHN vs NZL,Hard,D,4,19990205
1999-495,Dubai,Hard,A,32,19990208
1999-424,San Jose,Hard,A,32,19990208
1999-568,St. Petersburg,Carpet,A,32,19990208
1999-D012,Davis Cup G1 QF: BAH vs CHI,Hard,D,4,19990212
1999-D023,Davis Cup G1 QF: COL vs CAN,Clay,D,4,19990212
1999-D042,Davis Cup G1 QF: ECU vs VEN,Clay,D,4,19990212
1999-D061,Davis Cup G1 QF: LIB vs JPN,Hard,D,4,19990212
1999-D075,Davis Cup G1 QF: UZB vs PAK,Hard,D,4,19990212
1999-D018,Davis Cup G1 R1: UKR vs BLR,Carpet,D,4,19990212
1999-D078,Davis Cup G2 QF: PHI vs TPE,Hard,D,4,19990212
1999-D055,Davis Cup G2 QF: QAT vs INA,Hard,D,4,19990212
1999-D057,Davis Cup G2 QF: SRI vs IRI,Clay,D,4,19990212
1999-D064,Davis Cup G2 QF: THA vs KAZ,Hard,D,4,19990212
1999-402,Memphis,Hard,A,48,19990215
1999-407,Rotterdam,Carpet,A,32,19990215
1999-D056,Davis Cup G1 QF: KOR vs IND,Hard,D,4,19990219
1999-408,London,Carpet,A,32,19990222
1999-481,Copenhagen,Carpet,A,32,19990301
1999-433,Scottsdale,Hard,A,32,19990301
1999-404,Indian Wells Masters,Hard,M,56,19990308
1999-403,Miami Masters,Hard,M,96,19990315
1999-360,Casablanca,Clay,A,32,19990322
1999-D026,Davis Cup G1 PO: IND vs CHN,Grass,D,4,19990402
1999-D068,Davis Cup G1 PO: LIB vs PAK,Hard,D,4,19990402
1999-D009,Davis Cup G1 QF: AUT vs POR,Clay,D,4,19990402
1999-D044,Davis Cup G1 QF: FIN vs ISR,Carpet,D,4,19990402
1999-D033,Davis Cup G1 QF: ROU vs CRO,Clay,D,4,19990402
1999-D017,Davis Cup G1 QF: RSA vs BLR,Hard,D,4,19990402
1999-D024,Davis Cup G1 SF: COL vs CHI,Clay,D,4,19990402
1999-D003,Davis Cup G1 SF: ECU vs ARG,Hard,D,4,19990402
1999-D062,Davis Cup G1 SF: JPN vs UZB,Carpet,D,4,19990402
1999-D065,Davis Cup G1 SF: NZL vs KOR,Hard,D,4,19990402
1999-D063,Davis Cup G2 PO: KAZ vs SRI,Hard,D,4,19990402
1999-D079,Davis Cup G2 PO: TPE vs QAT,Clay,D,4,19990402
1999-D032,Davis Cup G2 QF: CRC vs URU,Hard,D,4,19990402
1999-D034,Davis Cup G2 QF: CUB vs HAI,Hard,D,4,19990402
1999-D040,Davis Cup G2 QF: DOM vs PER,Hard,D,4,19990402
1999-D072,Davis Cup G2 QF: MEX vs PAR,Hard,D,4,19990402
1999-D054,Davis Cup G2 SF: INA vs PHI,Hard,D,4,19990402
1999-D014,Davis Cup WG R1: BEL vs CZE,Clay,D,4,19990402
1999-D019,Davis Cup WG R1: ESP vs BRA,Clay,D,4,19990402
1999-D046,Davis Cup WG R1: FRA vs NED,Clay,D,4,19990402
1999-D048,Davis Cup WG R1: GBR vs USA,Hard,D,4,19990402
1999-D050,Davis Cup WG R1: GER vs RUS,Carpet,D,4,19990402
1999-D060,Davis Cup WG R1: SUI vs ITA,Carpet,D,4,19990402
1999-D082,Davis Cup WG R1: SWE vs SVK,Carpet,D,4,19990402
1999-D008,Davis Cup WG R1: ZIM vs AUS,Hard,D,4,19990402
1999-891,Chennai,Hard,A,32,19990405
1999-468,Estoril,Clay,A,32,19990405
1999-336,Hong Kong,Hard,A,32,19990405
1999-425,Barcelona,Clay,A,56,19990412
1999-329,Tokyo,Hard,A,56,19990412
1999-D058,Davis Cup G2 SF: IRI vs THA,Clay,D,4,19990416
1999-410,Monte Carlo Masters,Clay,M,56,19990419
1999-717,Orlando,Clay,A,32,19990419
1999-409,Atlanta,Clay,A,32,19990426
1999-308,Munich,Clay,A,32,19990426
1999-379,Prague,Clay,A,32,19990426
1999-D022,Davis Cup G2 R1: BUL vs TOG,Clay,D,4,19990430
1999-D029,Davis Cup G2 R1: CIV vs MKD,Hard,D,4,19990430
1999-D039,Davis Cup G2 R1: DEN vs SEN,Carpet,D,4,19990430
1999-D051,Davis Cup G2 R1: HUN vs GRE,Clay,D,4,19990430
1999-D059,Davis Cup G2 R1: IRL vs SLO,Carpet,D,4,19990430
1999-D067,Davis Cup G2 R1: LAT vs POL,Carpet,D,4,19990430
1999-D071,Davis Cup G2 R1: MAR vs YUG,Clay,D,4,19990430
1999-D074,Davis Cup G2 R1: NOR vs TUR,Carpet,D,4,19990430
1999-499,Delray Beach,Clay,A,32,19990503
1999-414,Hamburg Masters,Clay,M,56,19990503
1999-416,Rome Masters,Clay,M,64,19990510
1999-615,Dusseldorf,Clay,A,64,19990516
1999-306,St. Poelten,Clay,A,32,19990517
1999-520,Roland Garros,Clay,G,128,19990524
1999-500,Halle,Grass,A,32,19990607
1999-473,Merano,Clay,A,32,19990607
1999-311,Queen's Club,Grass,A,56,19990607
1999-741,Nottingham,Grass,A,32,19990614
1999-440,s Hertogenbosch,Grass,A,32,19990614
1999-540,Wimbledon,Grass,G,128,19990621
1999-316,Bastad,Clay,A,32,19990705
1999-314,Gstaad,Clay,A,32,19990705
1999-315,Newport,Grass,A,32,19990705
1999-D011,Davis Cup G1 PO: BAH vs CAN,Hard,D,4,19990716
1999-D004,Davis Cup G1 PO: VEN vs ARG,Hard,D,4,19990716
1999-D031,Davis Cup G2 PO: CRC vs DOM,Hard,D,4,19990716
1999-D053,Davis Cup G2 PO: HAI vs PAR,Clay,D,4,19990716
1999-D066,Davis Cup G2 PO: LAT vs MKD,Clay,D,4,19990716
1999-D081,Davis Cup G2 PO: SLO vs SEN,Clay,D,4,19990716
1999-D052,Davis Cup G2 PO: TOG vs GRE,Hard,D,4,19990716
1999-D083,Davis Cup G2 PO: TUR vs YUG,Hard,D,4,19990716
1999-D030,Davis Cup G2 QF: CIV vs POL,Hard,D,4,19990716
1999-D038,Davis Cup G2 QF: DEN vs IRL,Hard,D,4,19990716
1999-D021,Davis Cup G2 QF: HUN vs BUL,Clay,D,4,19990716
1999-D069,Davis Cup G2 QF: NOR vs MAR,Clay,D,4,19990716
1999-D035,Davis Cup G2 SF: CUB vs MEX,Hard,D,4,19990716
1999-D076,Davis Cup G2 SF: PER vs URU,Clay,D,4,19990716
1999-D016,Davis Cup WG QF: BEL vs SUI,Clay,D,4,19990716
1999-D020,Davis Cup WG QF: FRA vs BRA,Carpet,D,4,19990716
1999-D080,Davis Cup WG QF: RUS vs SVK,Clay,D,4,19990716
1999-D007,Davis Cup WG QF: USA vs AUS,Hard,D,4,19990716
1999-321,Stuttgart Outdoor,Clay,A,48,19990719
1999-319,Kitzbuhel,Clay,A,48,19990726
1999-423,Los Angeles,Hard,A,32,19990726
1999-439,Umag,Clay,A,32,19990726
1999-317,Amsterdam,Clay,A,32,19990802
1999-421,Canada Masters,Hard,M,56,19990802
1999-422,Cincinnati Masters,Hard,M,56,19990809
1999-475,San Marino,Clay,A,32,19990809
1999-419,Indianapolis,Hard,A,56,19990816
1999-418,Washington,Hard,A,56,19990816
1999-80,Boston,Hard,A,32,19990823
1999-441,Long Island,Hard,A,32,19990823
1999-560,US Open,Hard,G,128,19990830
1999-620,Bournemouth,Clay,A,32,19990913
1999-573,Mallorca,Clay,A,32,19990913
1999-73,Tashkent,Hard,A,32,19990913
1999-D028,Davis Cup G1 PO: CHN vs PAK,Hard,D,4,19990924
1999-D001,Davis Cup G1 PO: CRO vs POR,Carpet,D,4,19990924
1999-D002,Davis Cup G1 PO: UKR vs ISR,Clay,D,4,19990924
1999-D013,Davis Cup G1 PO: VEN vs BAH,Hard,D,4,19990924
1999-D073,Davis Cup G2 F: PER vs MEX,Clay,D,4,19990924
1999-D077,Davis Cup G2 F: THA vs PHI,Hard,D,4,19990924
1999-D037,Davis Cup G2 SF: HUN vs DEN,Clay,D,4,19990924
1999-D070,Davis Cup G2 SF: MAR vs POL,Clay,D,4,19990924
1999-D010,Davis Cup WG PO: AUT vs SWE,Clay,D,4,19990924
1999-D041,Davis Cup WG PO: ECU vs NED,Clay,D,4,19990924
1999-D047,Davis Cup WG PO: GBR vs RSA,Hard,D,4,19990924
1999-D045,Davis Cup WG PO: ITA vs FIN,Clay,D,4,19990924
1999-D043,Davis Cup WG PO: NZL vs ESP,Hard,D,4,19990924
1999-D049,Davis Cup WG PO: ROU vs GER,Clay,D,4,19990924
1999-D036,Davis Cup WG PO: UZB vs CZE,Hard,D,4,19990924
1999-D025,Davis Cup WG PO: ZIM vs CHI,Hard,D,4,19990924
1999-D006,Davis Cup WG SF: AUS vs RUS,Grass,D,4,19990924
1999-D015,Davis Cup WG SF: FRA vs BEL,Carpet,D,4,19990924
1999-773,Bucharest,Clay,A,32,19990927
1999-604,Grand Slam Cup,Hard,A,12,19990927
1999-327,Toulouse,Hard,A,32,19990927
1999-328,Basel,Carpet,A,32,19991004
1999-325,Palermo,Clay,A,32,19991004
1999-890,Shanghai,Hard,A,32,19991004
1999-326,Singapore,Hard,A,32,19991011
1999-337,Vienna,Hard,A,32,19991011
1999-375,Lyon,Carpet,A,48,19991018
1999-357,Stuttgart Masters,Hard,M,48,19991025
1999-352,Paris Masters,Carpet,M,48,19991101
1999-438,Moscow,Carpet,A,32,19991108
1999-429,Stockholm,Hard,A,32,19991108
1999-605,Tour Finals,Hard,F,8,19991122
1999-D005,Davis Cup WG F: FRA vs AUS,Clay,D,4,19991203
2000-301,Auckland,Hard,A,32,20000110
2000-306,St. Poelten,Clay,A,32,20000522
2000-308,Munich,Clay,A,32,20000501
2000-311,Queen's Club,Grass,A,56,20000612
2000-314,Gstaad,Clay,A,32,20000710
2000-315,Newport,Grass,A,32,20000710
2000-316,Bastad,Clay,A,32,20000710
2000-317,Amsterdam,Clay,A,32,20000717
2000-319,Kitzbuhel,Clay,A,48,20000724
2000-321,Stuttgart Outdoor,Clay,A,32,20000717
2000-325,Palermo,Clay,A,32,20000925
2000-327,Toulouse,Hard,A,32,20001016
2000-328,Basel,Carpet,A,32,20001023
2000-329,Tokyo,Hard,A,56,20001009
2000-336,Hong Kong,Hard,A,32,20001002
2000-337,Vienna,Hard,A,32,20001009
2000-338,Sydney,Hard,A,32,20000110
2000-339,Adelaide,Hard,A,32,20000103
2000-352,Paris Masters,Carpet,M,48,20001113
2000-357,Stuttgart Masters,Hard,M,48,20001030
2000-359,Bogota,Clay,A,32,20000306
2000-360,Casablanca,Clay,A,32,20000410
2000-375,Lyon,Carpet,A,32,20001106
2000-402,Memphis,Hard,A,48,20000214
2000-403,Miami Masters,Hard,M,96,20000320
2000-404,Indian Wells Masters,Hard,M,64,20000313
2000-407,Rotterdam,Hard,A,32,20000214
2000-408,London,Hard,A,32,20000221
2000-409,Atlanta,Clay,A,32,20000410
2000-410,Monte Carlo Masters,Clay,M,64,20000417
2000-414,Hamburg Masters,Clay,M,64,20000515
2000-416,Rome Masters,Clay,M,64,20000508
2000-418,Washington,Hard,A,56,20000814
2000-419,Indianapolis,Hard,A,56,20000814
2000-421,Canada Masters,Hard,M,64,20000731
2000-422,Cincinnati Masters,Hard,M,64,20000807
2000-423,Los Angeles,Hard,A,32,20000724
2000-424,San Jose,Hard,A,32,20000207
2000-425,Barcelona,Clay,A,56,20000424
2000-429,Stockholm,Hard,A,32,20001120
2000-433,Scottsdale,Hard,A,32,20000306
2000-438,Moscow,Carpet,A,32,20001023
2000-439,Umag,Clay,A,32,20000717
2000-440,s Hertogenbosch,Grass,A,32,20000619
2000-441,Long Island,Hard,A,48,20000821
2000-451,Doha,Hard,A,32,20000103
2000-468,Estoril,Clay,A,32,20000410
2000-475,San Marino,Clay,A,32,20000724
2000-481,Copenhagen,Hard,A,32,20000228
2000-495,Dubai,Hard,A,32,20000207
2000-496,Marseille,Hard,A,32,20000207
2000-499,Delray Beach,Hard,A,32,20000228
2000-500,Halle,Grass,A,32,20000612
2000-505,Santiago,Clay,A,32,20000228
2000-520,Roland Garros,Clay,G,128,20000529
2000-540,Wimbledon,Grass,G,128,20000626
2000-560,US Open,Hard,G,128,20000828
2000-568,St. Petersburg,Hard,A,32,20001106
2000-573,Mallorca,Clay,A,32,20000501
2000-580,Australian Open,Hard,G,128,20000117
2000-605,Masters Cup,Hard,F,8,20001127
2000-615,Dusseldorf,Clay,A,64,20000521
2000-620,Brighton,Hard,A,32,20001120
2000-717,Orlando,Clay,A,32,20000501
2000-73,Tashkent,Hard,A,32,20000911
2000-741,Nottingham,Grass,A,32,20000619
2000-773,Bucharest,Clay,A,32,20000911
2000-807,Mexico City,Clay,A,32,20000221
2000-890,Shanghai,Hard,A,32,20001016
2000-891,Chennai,Hard,A,32,20000103
2000-96,Sydney Olympics,Hard,A,64,20000918
2000-D001,Davis Cup WG QF: USA vs CZE,Carpet,D,4,20000407
2000-D002,Davis Cup WG QF: ESP vs RUS,Clay,D,4,20000407
2000-D003,Davis Cup WG QF: BRA vs SVK,Clay,D,4,20000407
2000-D004,Davis Cup WG QF: AUS vs GER,Grass,D,4,20000407
2000-D005,Davis Cup G2 SF: VEN vs PAR,Hard,D,4,20000407
2000-D006,Davis Cup G2 SF: GUA vs MEX,Hard,D,4,20000407
2000-D007,Davis Cup G1 SF: CHI vs ARG,Hard,D,4,20000407
2000-D008,Davis Cup G1 SF: PER vs ECU,Clay,D,4,20000406
2000-D009,Davis Cup G1 SF: UZB vs NZL,Hard,D,4,20000407
2000-D010,Davis Cup G1 SF: IND vs KOR,Grass,D,4,20000407
2000-D011,Davis Cup G1 QF: FIN vs SWE,Hard,D,4,20000407
2000-D012,Davis Cup G1 QF: ROU vs HUN,Carpet,D,4,20000407
2000-D013,Davis Cup G1 QF: BLR vs RSA,Carpet,D,4,20000407
2000-D014,Davis Cup G1 QF: MAR vs UKR,Clay,D,4,20000407
2000-D015,Davis Cup WG SF: ESP vs USA,Clay,D,4,20000721
2000-D016,Davis Cup WG SF: AUS vs BRA,Grass,D,4,20000714
2000-D017,Davis Cup G1 PO: CHN vs THA,Hard,D,4,20000407
2000-D018,Davis Cup G1 PO: JPN vs LIB,Carpet,D,4,20000407
2000-D019,Davis Cup G1 PO: LIB vs CHN,Hard,D,4,20001006
2000-D020,Davis Cup G2 PO: URU vs ESA,Clay,D,4,20000407
2000-D021,Davis Cup G2 PO: CRC vs CUB,Hard,D,4,20000407
2000-D022,Davis Cup G2 SF: TPE vs PAK,Clay,D,4,20000407
2000-D023,Davis Cup G2 SF: MAS vs INA,Hard,D,4,20000407
2000-D024,Davis Cup G1 PO: CAN vs ARG,Hard,D,4,20000721
2000-D025,Davis Cup G1 PO: BAH vs COL,Hard,D,4,20000721
2000-D026,Davis Cup G1 PO: COL vs ARG,Clay,D,4,20001006
2000-D027,Davis Cup G2 F: MEX vs VEN,Hard,D,4,20000721
2000-D028,Davis Cup G2 F: INA vs TPE,Hard,D,4,20001006
2000-D029,Davis Cup G2 PO: HKG vs KAZ,Hard,D,4,20000407
2000-D030,Davis Cup G2 PO: PHI vs IRI,Clay,D,4,20000317
2000-D031,Davis Cup G2 R1: LAT vs CRO,Carpet,D,4,20000428
2000-D032,Davis Cup G2 R1: LUX vs IRL,Clay,D,4,20000428
2000-D033,Davis Cup G2 R1: TUR vs DEN,Hard,D,4,20000428
2000-D034,Davis Cup G2 R1: LTU vs CIV,Carpet,D,4,20000428
2000-D035,Davis Cup G2 R1: EGY vs SLO,Clay,D,4,20000428
2000-D036,Davis Cup G2 R1: POL vs EST,Clay,D,4,20000428
2000-D037,Davis Cup G2 R1: BUL vs GRE,Clay,D,4,20000428
2000-D038,Davis Cup G2 R1: NOR vs ISR,Clay,D,4,20000428
2000-D039,Davis Cup G2 QF: IRL vs CRO,Carpet,D,4,20000714
2000-D040,Davis Cup G2 QF: DEN vs CIV,Clay,D,4,20000721
2000-D041,Davis Cup G2 QF: POL vs SLO,Clay,D,4,20000721
2000-D042,Davis Cup G2 QF: GRE vs NOR,Clay,D,4,20000721
2000-D043,Davis Cup G2 SF: CRO vs CIV,Carpet,D,4,20001006
2000-D044,Davis Cup G2 SF: GRE vs SLO,Clay,D,4,20001006
2000-D045,Davis Cup G2 PO: LUX vs LAT,Clay,D,4,20000721
2000-D046,Davis Cup G2 PO: TUR vs LTU,Hard,D,4,20000721
2000-D047,Davis Cup G2 PO: EST vs EGY,Carpet,D,4,20000721
2000-D048,Davis Cup G2 PO: BUL vs ISR,Clay,D,4,20000721
2000-D049,Davis Cup WG F: ESP vs AUS,Clay,D,4,20001208
2000-D050,Davis Cup WG PO: FRA vs AUT,Carpet,D,4,20000721
2000-D051,Davis Cup WG PO: GBR vs ECU,Grass,D,4,20000714
2000-D052,Davis Cup WG PO: ITA vs BEL,Clay,D,4,20000721
2000-D054,Davis Cup WG PO: UZB vs NED,Clay,D,4,20000714
2000-D055,Davis Cup WG PO: SWE vs IND,Clay,D,4,20000721
2000-D056,Davis Cup WG PO: SUI vs BLR,Carpet,D,4,20000721
2000-D057,Davis Cup WG PO: ZIM vs ROU,Hard,D,4,20000714
2000-D058,Davis Cup G1 PO: FIN vs HUN,Carpet,D,4,20001006
2000-D059,Davis Cup G1 PO: POR vs RSA,Clay,D,4,20001006
2000-D060,Davis Cup WG R1: SUI vs AUS,Carpet,D,4,20000204
2000-D061,Davis Cup WG R1: SVK vs AUT,Hard,D,4,20000204
2000-D062,Davis Cup G1 QF: PER vs BAH,Clay,D,4,20000204
2000-D063,Davis Cup WG R1: RUS vs BEL,Carpet,D,4,20000204
2000-D064,Davis Cup WG R1: BRA vs FRA,Clay,D,4,20000204
2000-D065,Davis Cup G1 QF: CHI vs CAN,Clay,D,4,20000204
2000-D066,Davis Cup G1 QF: CHN vs UZB,Hard,D,4,20000128
2000-D067,Davis Cup G1 QF: COL vs ECU,Clay,D,4,20000204
2000-D068,Davis Cup G2 QF: CRC vs MEX,Hard,D,4,20000204
2000-D069,Davis Cup G2 QF: GUA vs CUB,Hard,D,4,20000204
2000-D070,Davis Cup WG R1: CZE vs GBR,Clay,D,4,20000204
2000-D071,Davis Cup G2 QF: ESA vs PAR,Clay,D,4,20000204
2000-D072,Davis Cup WG R1: ESP vs ITA,Clay,D,4,20000204
2000-D073,Davis Cup WG R1: GER vs NED,Carpet,D,4,20000204
2000-D074,Davis Cup G2 QF: HKG vs PAK,Hard,D,4,20000128
2000-D075,Davis Cup G2 QF: PHI vs INA,Hard,D,4,20000204
2000-D076,Davis Cup G1 QF: IND vs LIB,Grass,D,4,20000204
2000-D077,Davis Cup G2 QF: MAS vs IRI,Hard,D,4,20000204
2000-D078,Davis Cup G1 QF: JPN vs KOR,Carpet,D,4,20000204
2000-D079,Davis Cup G2 QF: KAZ vs TPE,Hard,D,4,20000204
2000-D080,Davis Cup G1 QF: NZL vs THA,Hard,D,4,20000204
2000-D081,Davis Cup G1 R1: UKR vs POR,Carpet,D,4,20000204
2000-D082,Davis Cup G2 QF: VEN vs URU,Hard,D,4,20000204
2000-D083,Davis Cup WG R1: ZIM vs USA,Hard,D,4,20000204
2001-301,Auckland,Hard,A,32,20010108
2001-306,St. Poelten,Clay,A,32,20010521
2001-308,Munich,Clay,A,32,20010430
2001-311,Queen's Club,Grass,A,56,20010611
2001-314,Gstaad,Clay,A,32,20010709
2001-315,Newport,Grass,A,32,20010709
2001-316,Bastad,Clay,A,32,20010709
2001-317,Amsterdam,Clay,A,32,20010716
2001-319,Kitzbuhel,Clay,A,48,20010723
2001-321,Stuttgart,Clay,A,48,20010716
2001-325,Palermo,Clay,A,32,20010924
2001-328,Basel,Carpet,A,32,20011022
2001-329,Tokyo,Hard,A,56,20011001
2001-336,Hong Kong,Hard,A,32,20010924
2001-337,Vienna,Hard,A,32,20011008
2001-338,Sydney,Hard,A,32,20010108
2001-339,Adelaide,Hard,A,32,20010101
2001-352,Paris Masters,Carpet,M,48,20011029
2001-357,Stuttgart Masters,Hard,M,48,20011015
2001-359,Bogota,Clay,A,32,20010128
2001-360,Casablanca,Clay,A,32,20010409
2001-375,Lyon,Carpet,A,32,20011008
2001-402,Memphis,Hard,A,48,20010219
2001-403,Miami Masters,Hard,M,96,20010319
2001-404,Indian Wells Masters,Hard,M,64,20010312
2001-407,Rotterdam,Hard,A,32,20010219
2001-408,Milan,Carpet,A,32,20010129
2001-409,Atlanta,Clay,A,32,20010423
2001-410,Monte Carlo Masters,Clay,M,64,20010416
2001-414,Hamburg Masters,Clay,M,64,20010514
2001-416,Rome Masters,Clay,M,64,20010507
2001-418,Washington,Hard,A,56,20010813
2001-419,Indianapolis,Hard,A,56,20010813
2001-421,Canada Masters,Hard,M,64,20010730
2001-422,Cincinnati Masters,Hard,M,64,20010806
2001-423,Los Angeles,Hard,A,32,20010723
2001-424,San Jose,Hard,A,32,20010226
2001-425,Barcelona,Clay,A,56,20010423
2001-429,Stockholm,Hard,A,32,20011022
2001-433,Scottsdale,Hard,A,32,20010305
2001-438,Moscow,Carpet,A,32,20011001
2001-439,Umag,Clay,A,32,20010716
2001-440,s Hertogenbosch,Grass,A,32,20010618
2001-441,Long Island,Hard,A,32,20010820
2001-451,Doha,Hard,A,32,20010101
2001-468,Estoril,Clay,A,32,20010409
2001-475,Sopot,Clay,A,32,20010723
2001-481,Copenhagen,Hard,A,32,20010212
2001-495,Dubai,Hard,A,32,20010226
2001-496,Marseille,Hard,A,32,20010212
2001-499,Delray Beach,Hard,A,32,20010305
2001-500,Halle,Grass,A,32,20010611
2001-505,Vina del Mar,Clay,A,32,20010212
2001-506,Buenos Aires,Clay,A,32,20010219
2001-520,Roland Garros,Clay,G,128,20010528
2001-533,Costa Do Sauipe,Hard,A,32,20010910
2001-540,Wimbledon,Grass,G,128,20010625
2001-560,US Open,Hard,G,128,20010827
2001-568,St. Petersburg,Hard,A,32,20011022
2001-573,Mallorca,Clay,A,32,20010430
2001-580,Australian Open,Hard,G,128,20010115
2001-605,Masters Cup,Hard,F,8,20011112
2001-615,Dusseldorf,Clay,A,64,20010521
2001-717,Houston,Clay,A,32,20010430
2001-73,Tashkent,Hard,A,32,20010910
2001-741,Nottingham,Grass,A,32,20010618
2001-773,Bucharest,Clay,A,32,20010910
2001-807,Acapulco,Clay,A,32,20010226
2001-890,Shanghai,Hard,A,32,20010917
2001-891,Chennai,Hard,A,32,20010101
2001-D001,Davis Cup WG R1: AUS vs ECU,Grass,D,4,20010209
2001-D002,Davis Cup WG R1: BRA vs MAR,Clay,D,4,20010209
2001-D003,Davis Cup WG R1: SWE vs CZE,Carpet,D,4,20010209
2001-D004,Davis Cup WG R1: SVK vs RUS,Hard,D,4,20010209
2001-D005,Davis Cup WG R1: BEL vs FRA,Clay,D,4,20010209
2001-D006,Davis Cup WG R1: SUI vs USA,Hard,D,4,20010209
